"Mnemonic","OemCode","Manufacturer","ESTA Man Code","Product","DMX in","DMX out","Are ports Physical","Is RDM supported","Website"
"OemEldoPowerBox","0x0e10","eldoLED","0x646F ","PowerBOX Addresser","0","4","y","y","http:\\www.eldoled.com/"
"OemElecSpVp40","0x08e0","Electric Spark","","VPIX40","1","3","y","y",""
"OemElectroLabAvvio4","0x0ed0","ELETTROLAB Srl","0x4442 ","Avvio 04","0","0","n","y","http:\\www.elettrolab.it/eng/home.asp"
"OemElectroLabRemoto","0x0ed1","ELETTROLAB Srl","0x4442 ","Remoto","2","2","y","y","http:\\www.elettrolab.it/eng/home.asp"
"OemElectroTasth1U","0x2897","ElectroTAS","0x019B ","TH 1U","1","1","y","n","http://www.electrotas.com.ar"
"OemElectroTasth2U","0x2896","ElectroTAS","0x019B ","TH 2U","2","2","y","n","http://www.electrotas.com.ar"
"OemelectroTasth4U","0x2895","electroTAS","0x019B ","TH 4U","4","4","y","n","http://www.electrotas.com.ar"
"OemElectroTasth6U","0x2894","ElectroTAS","0x019B ","TH 6U","6","6","y","n","http://www.electrotas.com.ar"
"OemElectroTasth8U","0x2893","ElectroTAS","0x019B ","TH 8U","8","8","y","n","http://www.electrotas.com.ar"
"OemElectroTasThAio1","0x28a0","ElectroTAS","0x019B ","TH AIO","2","2","Y","N","http://www.electrotas.com.ar"
"OemElementViz","0x0800","Element Labs","0x456C ","Vizomo","1","1","n","n","http:\\www.elementlabs.com/"
"OemElettrolabAccendoSlp","0x0e30","ELETTROLAB Srl","0x4442 ","Accendo Smart Light Power","1","1","y","y","http:\\www.elettrolab.it/eng/home.asp"
"OemElettrolabAvvivoMw1","0x2805","ELETTROLAB Srl","0x4442 ","Avvio Mini WiFi","0","1","y","y","http:\\www.elettrolab.it"
"OemElink1024","0x0361","Ecue","0x453A ","Ecue 1024","0","2","y","n","http:\\www.ecue.com/"
"OemElink2048","0x0362","Ecue","0x453A ","Ecue 2048","0","4","y","n","http:\\www.ecue.com/"
"OemElink512","0x0360","Ecue","0x453A ","Ecue 512","0","1","y","n","http:\\www.ecue.com/"
"OemEnttec0","0x0190","Enttec","0x454E","Enttec 0","0","0","n","n","http:\\www.enttec.com"
"OemEnttec1","0x0191","Enttec","0x454E","Enttec 1","0","0","n","n","http:\\www.enttec.com"
"OemEnttec2","0x0192","Enttec","0x454E","Enttec 2","0","0","n","n","http:\\www.enttec.com"
"OemEnttec3","0x0193","Enttec","0x454E","Enttec 3","0","0","n","n","http:\\www.enttec.com"
"OemEnttec4","0x0194","Enttec","0x454E","Enttec 4","0","0","n","n","http:\\www.enttec.com"
"OemEnttec5","0x0195","Enttec","0x454E","Enttec 5","0","0","n","n","http:\\www.enttec.com"
"OemEnttec6","0x0196","Enttec","0x454E","Enttec 6","0","0","n","n","http:\\www.enttec.com"
"OemEnttec7","0x0197","Enttec","0x454E","Enttec 7","0","0","n","n","http:\\www.enttec.com"
"OemEnttec8","0x0198","Enttec","0x454E","Enttec 8","0","0","n","n","http:\\www.enttec.com"
"OemEnttec9","0x0199","Enttec","0x454E","Enttec 9","0","0","n","n","http:\\www.enttec.com"
"OemEntteca","0x019a","Enttec","0x454E","Enttec a","0","0","n","n","http:\\www.enttec.com"
"OemEnttecb","0x019b","Enttec","0x454E","Enttec b","0","0","n","n","http:\\www.enttec.com"
"OemEnttecc","0x019c","Enttec","0x454E","Enttec c","0","0","n","n","http:\\www.enttec.com"
"OemEnttecd","0x019d","Enttec","0x454E","Enttec d","0","0","n","n","http:\\www.enttec.com"
"OemEnttece","0x019e","Enttec","0x454E","Enttec e","0","0","n","n","http:\\www.enttec.com"
"OemEnttecf","0x019f","Enttec","0x454E","Enttec f","0","0","n","n","http:\\www.enttec.com"
"OemEquipLsCore1","0x28b2","EQUIPSON S A","0x06E6 ","LS Core","0","8","y (only 2 DMX ports are physical)","n","http://www.equipson.es"
"OemEquipsWkDmxNet4","0x0ea3","EQUIPSON S A","0x06E6 ","WORK DMXNET 4","0","4","y","n","http:\\www.equipson.es/"
"OemEquipsWkDmxNet8","0x0ea4","EQUIPSON S A","0x06E6 ","WORK DMXNET 8","0","4","y","n","http:\\www.equipson.es/"
"OemEquipsWkLm3r3","0x0ea1","EQUIPSON S A","0x06E6 ","WORK LM 3R2","0","2","y","n","http:\\www.equipson.es/"
"OemEquipsWkLm5","0x0ea0","EQUIPSON S A","0x06E6 ","WORK LM 5","0","1","y","n","http:\\www.equipson.es/"
"OemEquipsWkLm5w","0x0ea2","EQUIPSON S A","0x06E6 ","WORK LM 5W","0","1","y","n","http:\\www.equipson.es/"
"OemEquipWorkLm4","0x0930","EQUIPSON S A","0x06E6 ","WORK LM 4","0","1","y","n","http:\\www.equipson.es/"
"OemEquipWorkLsCore1","0x28b4","EQUIPSON S A","0x06E6 ","WORK LS 1","0","8","y (only 2 DMX ports are physical)","n","http://www.equipson.es"
"OemEralPaseoPixelBoxController1","0x28d4","ERAL s r l","0x4553 ","Paseo Pixel Box Controller","0","0","n","y",""
"OemEsiTr1","0x09b0","Engineering Solutions Inc","0x22A9 ","Tripix controller","0","2","n","n","http:\\www.enginsol.com/"
"OemEthDec2","0x0610","DmxDesign","","EthDec2","0","2","y","n",""
"OemEthDmx2","0x0321","Luminex LCE","0x4C4C ","Ethernet DMX2","2","2","y","n","http:\\www.luminex.be/"
"OemEthDmx4","0x0322","Luminex LCE","0x4C4C ","Ethernet DMX4","4","4","y","n","http:\\www.luminex.be/"
"OemEthDmx8","0x0320","Luminex LCE","0x4C4C ","Ethernet DMX8","4","4","y","n","http:\\www.luminex.be/"
"OemEtherLynx","0x0003","Artistic Licence Engineering Ltd","0x414c","Ether Lynx I","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynx0","0x0100","Artistic Licence Engineering Ltd","0x414c","Ether Lynx Exp 0","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynx1","0x0101","Artistic Licence Engineering Ltd","0x414c","Ether Lynx Exp 1","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynx2","0x0102","Artistic Licence Engineering Ltd","0x414c","Ether Lynx Exp 2","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynx3","0x0103","Artistic Licence Engineering Ltd","0x414c","Ether Lynx Exp 3","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynx4","0x0104","Artistic Licence Engineering Ltd","0x414c","Ether Lynx Exp 4","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynx5","0x0105","Artistic Licence Engineering Ltd","0x414c","Ether Lynx Exp 5","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynx6","0x0106","Artistic Licence Engineering Ltd","0x414c","Ether Lynx Exp 6","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynx7","0x0107","Artistic Licence Engineering Ltd","0x414c","Ether Lynx Exp 7","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynx8","0x0108","Artistic Licence Engineering Ltd","0x414c","Ether Lynx Exp 8","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynx9","0x0109","Artistic Licence Engineering Ltd","0x414c","Ether Lynx Exp 9","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynxa","0x010a","Artistic Licence Engineering Ltd","0x414c","Ether Lynx Exp a","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynxb","0x010b","Artistic Licence Engineering Ltd","0x414c","Ether Lynx Exp b","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynxc","0x010c","Artistic Licence Engineering Ltd","0x414c","Ether Lynx Exp c","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynxd","0x010d","Artistic Licence Engineering Ltd","0x414c","Ether Lynx Exp d","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynxe","0x010e","Artistic Licence Engineering Ltd","0x414c","Ether Lynx Exp e","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynxf","0x010f","Artistic Licence Engineering Ltd","0x414c","Ether Lynx Exp f","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEtherLynxII","0x2140","Artistic Licence Engineering Ltd","0x414c","Ether Lynx II","2","4","y","y","http:\\www.ArtisticLicence.com"
"OemEthLumiMon","0x0323","Luminex LCE","0x4C4C ","LumiNet Monitor","0","0","n","y","http:\\www.luminex.be/"
"OemEurolumenS100a","0x2858","Eurolumen shanghai Lighting Co  LTD","0x586C ","s100","8","8","y","y","http://www.eurolumen-light.com"
"OemEuroNode8","0x0b20","EUROLITE","","Node 8","0","4","y","n",""
"OemExalCo1","0x13df","Exalux","","Connect One","0","1","y","n","http:\\www.exalux.eu/"
"OemExMachWinDyn1","0x2832","ExMachina","","Winch Dynamic","1","0","n","y","www.exmachina.fr"
"OemFineline1","0x1171","Fineline Solutions Ltd","0x0960 ","Fineline product 1","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline10","0x117a","Fineline Solutions Ltd","0x0960 ","Fineline product 10","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline11","0x117b","Fineline Solutions Ltd","0x0960 ","Fineline product 11","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline12","0x117c","Fineline Solutions Ltd","0x0960 ","Fineline product 12","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline13","0x117d","Fineline Solutions Ltd","0x0960 ","Fineline product 13","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline14","0x117e","Fineline Solutions Ltd","0x0960 ","Fineline product 14","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline15","0x117f","Fineline Solutions Ltd","0x0960 ","Fineline product 15","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline2","0x1172","Fineline Solutions Ltd","0x0960 ","Fineline product 2","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline3","0x1173","Fineline Solutions Ltd","0x0960 ","Fineline product 3","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline4","0x1174","Fineline Solutions Ltd","0x0960 ","Fineline product 4","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline5","0x1175","Fineline Solutions Ltd","0x0960 ","Fineline product 5","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline6","0x1176","Fineline Solutions Ltd","0x0960 ","Fineline product 6","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline7","0x1177","Fineline Solutions Ltd","0x0960 ","Fineline product 7","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline8","0x1178","Fineline Solutions Ltd","0x0960 ","Fineline product 8","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline9","0x1179","Fineline Solutions Ltd","0x0960 ","Fineline product 9","0","0","n","n","http:\\www.fineline.uk.com"
"OemFinelineStepper16","0x1170","Fineline Solutions Ltd","0x0960 ","16 Channel Stepper Controller","0","1","n","n","http:\\www.fineline.uk.com"
"OemFishNavAut","0x08d0","Fisher Technical Services Inc","","Navigator Automation System","4","4","y","y","https://fishertechnical.wordpress.com/"
"OemFlexVisFlexNode1","0x0b70","Flexvisual","0x4656 ","FlexNode","4","0","n","n","http:\\flexvisual.com/wordpress/"
"OemFres123Tr","0x0970","Fresnel   Strong","","Power 12 3 TR Net","0","0","n","n","http:\\www.strong.es/"
"OemFresEdmx1","0x0972","Fresnel S A    Strong","","Ethernet DMX","1","2","y","n","http:\\www.strong.es/"
"OemFresNoc1","0x0971","Fresnel S A    Strong","","Nocturne Stage Control","0","0","n","n","http:\\www.strong.es/"
"OemFutDesTrio","0x0860","Future Design ApS","","FD Trio","1","2","y","y",""
"OemGdDownLink","0x0050","Goddard Design Company","0x4744 ","GDC DL","0","2","y","n","http:\\www.goddarddesign.com"
"OemGdDownLynx2","0x0250","Goddard Design Company","0x4744 ","GDC Dlynx 2","0","2","y","y","http:\\www.goddarddesign.com"
"OemGdUpLink","0x0051","Goddard Design Company","0x4744 ","GDC UL","2","0","y","n","http:\\www.goddarddesign.com"
"OemGdUpLynx2","0x0251","Goddard Design Company","0x4744 ","GDC Ulynx 2","2","0","y","n","http:\\www.goddarddesign.com"
"OemGearSLc1","0x2801","Gearbox Solutions","","LC1","0","0","n","n",""
"OemGlobal","0xffff","Artistic Licence Engineering Ltd","0x414c","OemGlobal","0","0","n","n","http:\\www.ArtisticLicence.com"
"OemGlowMoGhostTx","0x0fb0","Glow Motion Technologies LLC","0x098B ","Ghostband Transmitter","1","0","n","n","http:\\www.glowmotiontechnologies.com/"
"OemGlpGt1","0x13c5","GLP German Light Products GmbH","0x676C ","GT 1","1","0","y","y","http:\\www.glp.de"
"OemGlpImpressionS3501","0x28d0","GLP German Light Products GmbH","0x676C ","Impression S350","1","1","y","y","http://glp.de"
"OemGlpImpSpot1","0x0c00","GLP German Light Products GmbH","0x676C ","Impression Spot one","1","1","y","n","http:\\www.glp.de/index.php?id=home&L=1"
"OemGlpImpWash1","0x0c01","GLP German Light Products GmbH","0x676C ","Impression Wash one","1","1","y","n","http:\\www.glp.de/index.php?id=home&L=2"
"OemGlpIon1","0x04c1","GLP","0x676C ","Ion control pc","0","1","n","n",""
"OemGodAL5001","0x0a60","Goddard Design Company","0x4744 ","OemGodAL5001","0","2","y","y","http:\\www.goddarddesign.com"
"OemGodAL5002","0x0a65","Goddard Design Company","0x4744 ","OemGodAL5002","0","2","y","y","http:\\www.goddarddesign.com"
"OemGodArtBoot","0x0a6b","Goddard Design Company","0x4744 ","OemGodArtBoot","0","0","y","y","http:\\www.goddarddesign.com"
"OemGodArtLynxIp","0x0a6d","Goddard Design Company","0x4744 ","OemGodArtLynxIp","2","0","y","n","http:\\www.goddarddesign.com"
"OemGodArtLynxOp","0x0a6c","Goddard Design Company","0x4744 ","OemGodArtLynxOp","0","2","y","y","http:\\www.goddarddesign.com"
"OemGodCataLynxNt","0x0a67","Goddard Design Company","0x4744 ","OemGodCataLynxNt","0","4","y","y","http:\\www.goddarddesign.com"
"OemGodDataLynxIp","0x0a66","Goddard Design Company","0x4744 ","OemGodDataLynxIp","4","0","y","n","http:\\www.goddarddesign.com"
"OemGodDataLynxOp","0x0a61","Goddard Design Company","0x4744 ","OemGodDataLynxOp","0","4","y","y","http:\\www.goddarddesign.com"
"OemGodDownLynx4","0x0a63","Goddard Design Company","0x4744 ","OemGodDownLynx4","0","2","y","y","http:\\www.goddarddesign.com"
"OemGodEtherLynxII","0x0a6e","Goddard Design Company","0x4744 ","OemGodEtherLynxII","2","4","y","y","http:\\www.goddarddesign.com"
"OemGodNetLynxIp4","0x0a6a","Goddard Design Company","0x4744 ","OemGodNetLynxIp4","2","0","y","n","http:\\www.goddarddesign.com"
"OemGodNetLynxOp4","0x0a64","Goddard Design Company","0x4744 ","OemGodNetLynxOp4","0","2","y","y","http:\\www.goddarddesign.com"
"OemGodRailLynxIp","0x0a68","Goddard Design Company","0x4744 ","OemGodRailLynxIp","2","0","y","n","http:\\www.goddarddesign.com"
"OemGodRailLynxOp","0x0a62","Goddard Design Company","0x4744 ","OemGodRailLynxOp","0","2","y","y","http:\\www.goddarddesign.com"
"OemGodUpLynx4","0x0a69","Goddard Design Company","0x4744 ","OemGodUpLynx4","2","0","y","n","http:\\www.goddarddesign.com"
"OemGold2","0x0302","Gold Stage","","OemGold2","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGold3","0x0303","Gold Stage","","OemGold3","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGold6","0x0306","Gold Stage","","OemGold6","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGold7","0x0307","Gold Stage","","OemGold7","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGold9","0x0309","Gold Stage","","OemGold9","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGolda","0x030a","Gold Stage","","OemGolda","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGoldb","0x030b","Gold Stage","","OemGoldb","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGoldc","0x030c","Gold Stage","","OemGoldc","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGoldd","0x030d","Gold Stage","","OemGoldd","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGolde","0x030e","Gold Stage","","OemGolde","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGoldf","0x030f","Gold Stage","","OemGoldf","0","0","n","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGoldGT96","0x0304","Gold Stage","","GT 96","0","1","y","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGoldIII","0x0305","Gold Stage","","Goldstage III Light Console","0","1","y","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGoldIp","0x0301","Gold Stage","","DMX net I","2","0","y","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGoldKTG5S","0x0308","Gold Stage","","KTG 55 Dimmer","2","0","y","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGoldOp","0x0300","Gold Stage","","DMX net O","0","2","y","n","http:\\www.wutaiyuan.com/eindex.asp"
"OemGpLIGEOGateway1","0x2882","GIP Innovation Tools","0x01D2 ","LIGEO Gateway","1","1","n","n","http://www.ligeo.de"
"OemGuangHongQ5t","0x1240","Guangzhou Hongcai Stage Equipment co","0x04B8 ","Q 5 Turbo","1","0","y","y","http:\\www.jollylighting.com/en/product_show.php?id=87"
"OemGzLdt1024","0x13f4","GuangZhou LiDang Technology Co  Ltd","0x0880 ","LD NET 1024","2","2","y","n","http://WWW.FQ512.COM"
"OemGzLdt2048","0x13f5","GuangZhou LiDang Technology Co  Ltd","0x0880 ","LD NET 2028","4","4","y","n","http://WWW.FQ512.COM"
"OemHdlDmxNode4","0x11e0","HDL","","DMXNode4","4","4","y","y","http:\\www.hdlchina.com.cn"
"OemHedlFLA308","0x1210","Highendled Electronics Company Limited","0x088A ","FLA308","0","1","n","n","http:\\www.highendled.com"
"OemHedlFLA320","0x1211","Highendled Electronics Company Limited","0x088A ","FLA320","0","1","n","n","http:\\www.highendled.com"
"OemHesCatalyst1","0x03c0","Catalyst","","Catalyst","0","0","n","n",""
"OemHesDP2000","0x0502","HES","","DP2000","0","4","y","n",""
"OemHesDP8000","0x0500","HES","","DP8000 16","0","4","y","n",""
"OemHesFullBoar","0x0501","HES","","DP8000 12","0","4","y","n",""
"OemHighElecEzk456","0x1030","Highendled Electronics Company Limited","0x088A ","EZK456","0","1","y","n","http:\\www.be-lighting.com/"
"OemHighElecFla472","0x1032","Highendled Electronics Company Limited","0x088A ","FLA472","0","1","n","n","http:\\www.be-lighting.com/"
"OemHighElecLedPsu10","0x1034","Highendled Electronics Company Limited","0x088A ","PSU 10A","0","2","n","n","http:\\www.be-lighting.com/"
"OemHighElecPix101","0x1031","Highendled Electronics Company Limited","0x088A ","PIX101","0","1","n","n","http:\\www.be-lighting.com/"
"OemHighElecUlt538","0x1033","Highendled Electronics Company Limited","0x088A ","ULT538","0","1","n","n","http:\\www.be-lighting.com/"
"OemHighEnd","0x0005","High End Systems","0x4C52 ","High End Systems","0","0","n","n","http:\\www.highend.com/"
"OemHippo1","0x01d0","Green Hippo","","Hippotizer","1","0","n","n","http:\\www.green-hippo.com/"
"OemHmbCc5121","0x2892","HMB TEC GmbH","0x7D61 ","CC512","0","1","y","n","http://www.hmbtec.com"
"OemHmbRr5121","0x2891","HMB TEC GmbH","0x7D61 ","RR512","0","1","y","y","http://www.hmb-tec.de"
"OemHmdCc5121","0x2842","HMB TEC GmbH","0x7D61 ","CC512 Pix","512","0","y","n","hmb-tec.de"
"OemHorizon1","0x03f0","Horizon","0x4843 ","Horizon Controller","0","0","n","n",""
"OemHplD1","0x09a0","HPL LIGHT COMPANY","0x1212 ","DIMMER POWER LIGHT","1","0","y","n",""
"OemHplDelta8","0x1300","HPL Company","","Delta 8 Node","4","4","y","y","http:\\www.hpl.com.br"
"OemHuacanH801RT","0x1200","ShenZhen HuaCanXing Technology Co  Ltd","","H801RT","0","4","y","n","http:\\www.huacanxing.com"
"OemIbhLoox1","0x0d20","IBH","","loox","0","1","n","n",""
"OemIcoSc17111","0x28a7","iColor Led Shenzhen Co   Ltd","0x02F0 ","SC1711","0","8","Y","N","http://www.icolorled.com"
"OemIcoSc17121","0x28a6","iColor Led Shenzhen Co   Ltd","0x02F0 ","SC1712","0","8","Y","Y","http://www.icolorled.com"
"OemIes3","0x01a3","LES","","LES 3","0","0","n","n",""
"OemIes4","0x01a4","LES","","LES 4","0","0","n","n",""
"OemIes5","0x01a5","LES","","LES 5","0","0","n","n",""
"OemIes6","0x01a6","LES","","LES 6","0","0","n","n",""
"OemIes7","0x01a7","LES","","LES 7","0","0","n","n",""
"OemIes8","0x01a8","LES","","LES 8","0","0","n","n",""
"OemIes9","0x01a9","LES","","LES 9","0","0","n","n",""
"OemIesa","0x01aa","LES","","LES a","0","0","n","n",""
"OemIesb","0x01ab","LES","","LES b","0","0","n","n",""
"OemIesc","0x01ac","LES","","LES c","0","0","n","n",""
"OemIesd","0x01ad","LES","","LES d","0","0","n","n",""
"OemIese","0x01ae","LES","","LES e","0","0","n","n",""
"OemIesExecutive","0x01a1","LES","","Executive","0","2","n","n",""
"OemIesf","0x01af","LES","","LES f","0","0","n","n",""
"OemIesMatrix","0x01a2","LES","","Matrix","0","2","n","n",""
"OemIesPbx","0x01a0","LES","","PBX","0","1","n","n",""
"OemIllumTechXStream1","0x28c9","Illum Technology LLC","0x0958 ","XStream","2","2","Y","Y","http://www.illumtechnology.com"
"OemImagCueNev1","0x2815","ImageCue LLC","0x0308 ","ImageCue NEV","0","1","N","N","http://imagecue.lighting"
"OemImageEngBc1","0x1350","Image Engineering","","Beam Composer","1","0","n","n","http:\\www.imageengineering.com"
"OemImmDesStuCan1","0x1260","Immersive Design Studios","0x05F7 ","Canvas","1","1","y","n","http:\\www.immersivedesignstudios.com"
"OemImmersiveCanvas1","0x1380","Immersive Design Studios inc","0x05F7 ","Canvas","1","0","n","n","http:\\www.immersivedesignstudios.com"
"OemInfChimp1001","0x2826","Infinity","","Chimp 100","2","2","y","y","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Lightcontrollers/Fader-Desks/Chimp-100"
"OemInfChimp3001","0x2825","Infinity","","Chimp 300","4","4","y","y","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Lightcontrollers/Fader-Desks/Chimp-300"
"OemInfIm25151","0x2827","Infinity","","iM 2515","1","0","y","n","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Moving-Heads/Moving-Heads-Panels/iM-2515"
"OemInfinityTF300Fresnel1","0x28c5","Infinity","","TF 300 Fresnel","1","1","y","y","http://www.infinity-intelligent-light.com/"
"OemInfinityTS150Profile1","0x28c8","Infinity","","TS 150 Profile","1","1","y","y","http://www.infinity-intelligent-light.com/"
"OemInfinityTS200C7Profile1","0x28c6","Infinity","","TS 200C7 Profile","1","1","y","y","http://www.infinity-intelligent-light.com/"
"OemInfinityTS300Profile1","0x28c7","Infinity","","TS 300 Profile","1","1","y","y","http://www.infinity-intelligent-light.com/"
"OemInfinIw1240a","0x285c","Infinity","","iW 1240","1","1","y","y","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Moving-Heads/Moving-Heads-Washers/iW-1240-RDM"
"OemInfinIw340a","0x285e","Infinity","","iW 340","1","1","y","y","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Moving-Heads/Moving-Heads-Washers/iW-340-RDM"
"OemInfinIw740a","0x285d","Infinity","","iW 740","1","1","y","y","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Moving-Heads/Moving-Heads-Washers/iW-740-RDM"
"OemInfIpw150L1","0x2824","Infinity","","iPW 150 LED Sunpanel","1","0","y","y","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Blinders/Blinders-DMX/iPW-150-LED-Sunpanel"
"OemInfIs4001","0x2823","Infinity","","iS 400","1","0","y","n","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Moving-Heads/Moving-Heads-Spots/iS-400?product_id=120418"
"OemInfIw19151","0x2822","Infinity","","iW 1915 Pixel","1","0","y","n","http://www.highlite.nl/Shop/Products/Entertainment-Lighting/Moving-Heads/Moving-Heads-Washers/iW-1915-Pixel"
"OemInghamHunt1","0x13f3","Ingham Designs LLC","0x4944 ","Hunt Node","3","3","y","y","http://www.inghamdesigns.com"
"OemInnoIag","0x1062","Innovation LED Limited","0x0580 ","Ilumo ARC Gateway","1","1","y","y",""
"OemInnoIc1","0x1061","Innovation LED Limited","0x0580 ","Ilumo Cyc 1","1","1","y","y",""
"OemInnoId1","0x1063","Innovation LED Limited","0x0580 ","Ether DMX 1","1","1","y","y",""
"OemInnoId2","0x1064","Innovation LED Limited","0x0580 ","Ether DMX 2","2","2","y","y",""
"OemInnoId4","0x1065","Innovation LED Limited","0x0580 ","Ether DMX 4","4","4","y","y",""
"OemInnoIzs","0x1060","Innovation LED Limited","0x0580 ","Ilumo Zoom Spot","1","1","y","y",""
"OemIntSysTechForc12","0x0df2","Integrated System Technologies Ltd","0x4953 ","iDrive Force 12","1","1","n","y","http:\\www.istl.com/"
"OemIntSysTechThor36","0x0df0","Integrated System Technologies Ltd","0x4953 ","iDrive Thor 36","1","1","n","y","http:\\www.istl.com/"
"OemIntSysTechThor8","0x0df3","Integrated System Technologies Ltd","0x4953 ","iDrive Thor 16","1","1","n","y","http:\\www.istl.com/"
"OemIntSysTechWhKn36","0x0df1","Integrated System Technologies Ltd","0x4953 ","iDrive White Knight 36","1","1","n","y","http:\\www.istl.com/"
"OemIntTechCueServ2","0x12d0","Interactive Technologies Inc","0x494E ","CueServer 2","4","4","y","y","http:\\interactive-online.com"
"OemInventDigidotC4","0x0fd0","DiGidot","0x00B6 ","DiGidot C 4","4","4","y","y","http://www.digidot.eu"
"OemIpDmxControlDx12","0x1000","IP DMX Control","","ip dmx dx 1 2","0","1","y","n",""
"OemIssSh1","0x13d9","Integrated System Technologies Ltd","0x4953 ","Sensor Hub","2","2","y","y","http:\\ist.co.uk"
"OemIstIdriveGateWay","0x0f61","Integrated System Technologies Ltd","0x4953 ","iDrive Gateway 12","4","4","y","y","http:\\www.istl.com/"
"OemIstIdrivePixLed","0x0f60","Integrated System Technologies Ltd","0x4953 ","iDrive PixelLED","4","4","y","y","http:\\www.istl.com/"
"OemIstImune","0x1090","Integrated System Technologies Ltd","0x4953 ","iMune","4","4","n","n","http:\\www.istl.com/"
"OemIstThor81","0x288e","Integrated System Technologies Limited","0x4953 ","Thor 8","8","8","y","y","http://www.istl.com/"
"OemIstThor82","0x288f","Integrated System Technologies Limited","0x4953 ","Thor8","8","8","Physical","Yes","http://www.istl.com/"
"OemItXstream1","0x2880","Illum Technology  LLC","0x0958 ","Xstream","0","1","Y","Y",""
"OemJiBou1","0x2881","Jjj","","Bou","123","256","Y","Y","http://www.huou.de"
"OemJmsAirDmx1","0x2807","JMS Pro Light","0x007D ","AIR2DMX","0","1","y","n","http:\\www.usb2dmx.com"
"OemJmsPlWanDmx1","0x12c0","JMS Pro Light","0x007D ","WLAN2DMX","0","1","y","n","http:\\www.wlan2dmx.com"
"OemJoshSysEcgDr2","0x0bc1","Joshua 1 Systems Inc","0x4A31 ","ECG DR2","2","2","y","n","http:\\www.j1sys.com/"
"OemJoshSysEcgDr4","0x0bc2","Joshua 1 Systems Inc","0x4A31 ","ECG DR4","4","4","y","n","http:\\www.j1sys.com/"
"OemJoshSysEcgM32mx","0x0bc0","Joshua 1 Systems Inc","0x4A31 ","ECG M32MX","4","4","y","n","http:\\www.j1sys.com/"
"OemJoshSysEcgPix8","0x0bc3","Joshua 1 Systems Inc","0x4A31 ","ECG PIX8","8","0","n","n","http:\\www.j1sys.com/"
